Date,Location,Outcome,OpponentID,Point Percentage,Shooting Percentage,Shots Allowed / Game,Shots / Game,Faceoff Win Percentage,Goals Against / Game,Goals / Game,Save Percentage
10/6/2000,Home,1,8,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
10/13/2000,Away,0,9,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
10/14/2000,Home,1,24,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
10/17/2000,Away,0,11,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
10/19/2000,Away,0,15,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
10/21/2000,Home,1,14,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
10/25/2000,Away,1,13,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
10/27/2000,Away,0,12,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
10/28/2000,Away,1,5,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
10/30/2000,Home,1,13,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/1/2000,Home,1,4,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/2/2000,Away,0,10,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/4/2000,Home,0,26,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/8/2000,Home,0,18,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/10/2000,Home,0,5,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/11/2000,Home,0,7,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/14/2000,Home,0,28,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/16/2000,Away,1,6,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/18/2000,Home,1,12,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/22/2000,Away,1,24,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/23/2000,Away,1,26,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/25/2000,Away,1,28,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
11/29/2000,Home,1,3,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/1/2000,Home,1,2,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/3/2000,Away,0,2,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/5/2000,Home,1,21,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/7/2000,Away,0,7,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/9/2000,Home,0,15,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/11/2000,Home,1,11,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/15/2000,Home,1,8,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/16/2000,Away,0,4,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/20/2000,Home,1,25,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/22/2000,Away,1,13,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/23/2000,Away,1,14,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/27/2000,Home,1,29,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/29/2000,Home,1,15,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
12/31/2000,Away,1,29,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/2/2001,Home,1,4,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/4/2001,Home,1,2,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/6/2001,Away,0,3,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/10/2001,Home,1,27,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/13/2001,Home,1,10,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/16/2001,Home,0,6,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/18/2001,Away,1,4,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/20/2001,Home,1,11,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/21/2001,Away,1,30,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/24/2001,Away,1,25,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/25/2001,Away,0,19,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/27/2001,Away,0,6,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/30/2001,Home,1,17,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
1/31/2001,Away,0,2,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
2/6/2001,Away,1,8,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
2/8/2001,Away,0,9,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
2/10/2001,Away,0,5,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
2/11/2001,Away,0,3,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
2/14/2001,Home,0,9,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
2/16/2001,Home,1,5,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
2/17/2001,Away,0,7,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
2/19/2001,Away,1,10,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
2/22/2001,Home,0,7,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
2/23/2001,Away,0,12,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
2/26/2001,Home,1,13,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
2/27/2001,Away,1,2,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/2/2001,Home,1,12,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/4/2001,Home,1,14,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/6/2001,Home,1,9,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/8/2001,Home,1,30,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/10/2001,Away,1,4,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/13/2001,Away,1,21,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/14/2001,Away,1,27,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/17/2001,Away,1,22,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/19/2001,Away,1,20,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/21/2001,Home,1,3,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/23/2001,Home,1,23,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/25/2001,Home,0,5,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/27/2001,Away,1,14,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/28/2001,Away,1,11,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
3/31/2001,Home,0,3,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
4/2/2001,Home,1,16,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
4/3/2001,Away,1,15,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
4/6/2001,Home,1,6,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
4/7/2001,Away,1,8,67.7,11.4,24.6829,31.5854,49.4,2.378,3.598,0.904
10/6/2000,Away,0,14,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
10/11/2000,Away,0,10,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
10/14/2000,Home,0,20,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
10/17/2000,Home,0,24,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
10/20/2000,Away,1,11,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
10/21/2000,Away,0,15,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
10/27/2000,Home,1,8,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
10/28/2000,Away,1,8,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
10/31/2000,Home,1,6,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/1/2000,Away,1,13,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/3/2000,Away,0,14,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/5/2000,Home,0,26,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/7/2000,Home,1,18,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/9/2000,Away,0,7,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/11/2000,Home,0,28,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/16/2000,Away,0,26,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/18/2000,Away,0,28,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/19/2000,Away,0,24,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/22/2000,Home,0,3,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/24/2000,Away,0,15,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/25/2000,Home,0,17,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/27/2000,Home,1,14,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
11/30/2000,Home,0,10,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/1/2000,Away,0,1,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/3/2000,Home,1,1,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/6/2000,Away,1,13,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/9/2000,Home,0,11,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/10/2000,Away,0,4,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/12/2000,Home,0,15,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/15/2000,Home,1,10,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/16/2000,Away,0,9,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/19/2000,Home,1,12,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/21/2000,Home,0,25,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/23/2000,Home,0,29,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/27/2000,Home,0,6,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/29/2000,Home,1,11,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
12/30/2000,Home,0,7,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/2/2001,Home,0,8,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/4/2001,Away,0,1,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/6/2001,Home,0,27,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/7/2001,Away,0,12,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/9/2001,Home,0,16,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/12/2001,Away,0,5,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/13/2001,Home,1,5,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/16/2001,Away,0,21,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/19/2001,Away,0,30,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/21/2001,Away,0,11,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/23/2001,Home,0,9,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/26/2001,Away,1,3,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/27/2001,Home,0,7,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
1/31/2001,Home,1,1,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
2/1/2001,Away,0,4,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
2/7/2001,Away,0,7,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
2/9/2001,Home,0,4,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
2/10/2001,Away,0,8,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
2/12/2001,Away,0,9,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
2/14/2001,Home,0,4,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
2/16/2001,Away,1,22,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
2/18/2001,Away,0,23,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
2/22/2001,Home,1,4,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
2/24/2001,Home,1,13,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
2/25/2001,Away,0,5,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
2/27/2001,Home,0,1,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/1/2001,Home,0,12,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/3/2001,Home,0,14,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/5/2001,Away,1,3,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/6/2001,Home,0,15,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/9/2001,Home,0,30,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/11/2001,Home,0,13,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/14/2001,Away,1,5,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/17/2001,Away,0,29,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/18/2001,Away,0,12,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/20/2001,Away,1,19,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/23/2001,Away,0,25,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/25/2001,Away,0,27,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/28/2001,Away,0,3,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/29/2001,Home,0,3,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
3/31/2001,Away,0,6,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
4/2/2001,Home,1,5,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
4/4/2001,Away,0,10,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
4/6/2001,Home,0,9,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
4/7/2001,Away,0,6,31.7,8.2,29,27.5244,48.7,3.268,2.256,0.887
10/7/2000,Away,1,11,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
10/11/2000,Home,1,8,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
10/14/2000,Away,0,5,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
10/16/2000,Home,0,24,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
10/18/2000,Away,1,16,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
10/22/2000,Home,0,14,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
10/24/2000,Home,0,4,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
10/26/2000,Away,0,4,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
10/27/2000,Home,0,5,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
10/29/2000,Home,1,6,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/1/2000,Home,1,14,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/2/2000,Away,0,9,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/4/2000,Away,1,8,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/7/2000,Home,1,22,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/9/2000,Away,1,15,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/12/2000,Home,0,27,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/15/2000,Away,1,30,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/17/2000,Away,0,23,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/18/2000,Away,1,20,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/21/2000,Home,0,10,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/22/2000,Away,1,2,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/24/2000,Away,0,7,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/26/2000,Home,1,9,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/28/2000,Home,1,26,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
11/29/2000,Away,0,1,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/2/2000,Away,0,10,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/3/2000,Home,0,21,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/6/2000,Home,1,15,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/8/2000,Home,1,7,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/9/2000,Away,0,6,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/12/2000,Away,0,28,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/14/2000,Away,0,26,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/15/2000,Away,0,24,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/18/2000,Home,1,13,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/20/2000,Home,0,19,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/23/2000,Home,0,18,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/27/2000,Away,0,12,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/28/2000,Home,0,11,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
12/31/2000,Away,0,25,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/4/2001,Away,0,27,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/6/2001,Home,1,1,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/8/2001,Home,0,25,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/13/2001,Away,0,6,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/14/2001,Home,1,30,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/16/2001,Home,1,4,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/18/2001,Home,1,10,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/20/2001,Away,0,8,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/22/2001,Away,1,12,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/24/2001,Home,0,12,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/26/2001,Home,0,2,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/27/2001,Away,0,10,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/29/2001,Home,0,11,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
1/31/2001,Home,1,8,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
2/6/2001,Home,0,7,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
2/9/2001,Away,1,13,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
2/11/2001,Home,1,1,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
2/12/2001,Away,1,29,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
2/17/2001,Away,1,14,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
2/19/2001,Home,1,16,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
2/23/2001,Away,0,5,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
2/25/2001,Away,0,4,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
2/26/2001,Home,0,9,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
2/28/2001,Home,1,13,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/2/2001,Home,0,5,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/4/2001,Away,0,18,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/5/2001,Home,0,2,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/9/2001,Away,0,15,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/10/2001,Away,1,9,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/12/2001,Home,1,5,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/14/2001,Away,0,7,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/17/2001,Away,0,4,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/19/2001,Home,1,15,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/21/2001,Away,0,1,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/24/2001,Home,0,17,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/25/2001,Home,0,6,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/28/2001,Home,1,2,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/29/2001,Away,1,2,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
3/31/2001,Away,1,1,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
4/1/2001,Away,1,11,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
4/4/2001,Home,0,12,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
4/5/2001,Away,1,14,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
4/7/2001,Away,0,13,43.9,10.7,31.4024,28.5976,51.2,3.537,3.049,0.887
10/5/2000,Home,1,23,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
10/7/2000,Home,0,6,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
10/11/2000,Away,0,30,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
10/12/2000,Away,0,25,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
10/14/2000,Away,0,27,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
10/17/2000,Home,0,9,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
10/19/2000,Home,1,8,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
10/21/2000,Home,0,24,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
10/24/2000,Away,1,3,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
10/26/2000,Home,1,3,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
10/29/2000,Home,1,15,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/1/2000,Away,0,1,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/2/2000,Home,0,18,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/4/2000,Home,1,7,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/8/2000,Away,0,5,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/9/2000,Home,1,22,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/11/2000,Home,1,9,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/15/2000,Away,1,10,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/17/2000,Away,1,11,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/18/2000,Home,1,15,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/22/2000,Away,1,7,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/24/2000,Home,0,5,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/26/2000,Home,0,27,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/29/2000,Away,1,29,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
11/30/2000,Away,0,12,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/2/2000,Away,0,9,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/6/2000,Home,1,14,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/8/2000,Away,0,17,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/10/2000,Home,1,2,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/12/2000,Away,0,18,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/13/2000,Away,0,21,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/16/2000,Home,1,1,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/19/2000,Away,0,6,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/21/2000,Home,1,28,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/23/2000,Home,1,12,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/27/2000,Away,1,13,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/28/2000,Away,0,14,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
12/30/2000,Away,0,15,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/2/2001,Away,0,1,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/5/2001,Away,1,11,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/6/2001,Home,1,11,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/8/2001,Away,1,19,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/12/2001,Away,1,14,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/13/2001,Away,1,13,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/16/2001,Away,0,3,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/18/2001,Home,0,1,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/20/2001,Home,1,13,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/22/2001,Home,1,26,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/25/2001,Away,1,16,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/27/2001,Away,1,12,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
1/28/2001,Away,0,15,61,9.8,26.1463,29.9024,50.3,2.524,2.927,0.903
